iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
DEU,Europe,Germany,2020-08-10,218508.0,1220.0,913.857,9203.0,1.0,7.0,2604.372,14.541,10.892,109.689,0.012,0.083,1.24,251.0,2.992,,,,,,,,,,,105879.0,1.262,,,tests performed,,,,,,,,,,,,56.94,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-08-11,219540.0,1032.0,958.857,9208.0,5.0,6.429,2616.672,12.3,11.429,109.749,0.06,0.077,1.24,248.0,2.956,,,,,,,,,,,108975.0,1.299,,,tests performed,,,,,,,,,,,,56.94,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-08-12,220859.0,1319.0,963.714,9213.0,5.0,4.857,2632.393,15.721,11.486,109.809,0.06,0.058,1.24,234.0,2.789,,,,,,,,,,,112071.0,1.336,,,tests performed,,,,,,,,,,,,56.94,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-08-13,222281.0,1422.0,1034.571,9217.0,4.0,5.143,2649.342,16.949,12.331,109.856,0.048,0.061,1.24,235.0,2.801,,,,,,,,,,,115167.0,1.373,,,tests performed,,,,,,,,,,,,56.94,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-08-14,223791.0,1510.0,1085.0,9230.0,13.0,5.0,2667.339,17.998,12.932,110.011,0.155,0.06,1.23,247.0,2.944,,,,,,,,,,,118263.0,1.41,,,tests performed,,,,,,,,,,,,56.94,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-08-15,224488.0,697.0,1083.571,9235.0,5.0,4.857,2675.646,8.307,12.915,110.071,0.06,0.058,1.22,265.0,3.159,,,,,337.956,4.028,,,,,121360.0,1.446,,,tests performed,,,,,,,,,,,,56.94,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-08-16,225007.0,519.0,1102.714,9235.0,0.0,4.714,2681.832,6.186,13.143,110.071,0.0,0.056,1.21,257.0,3.063,,,,,,,,10131319.0,120.754,,124456.0,1.483,0.01,100.0,tests performed,,,,,,,,,,,,56.94,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-10675.5,-1.73,17.1,-127.240048509382
DEU,Europe,Germany,2020-08-17,226700.0,1693.0,1170.286,9236.0,1.0,4.714,2702.011,20.179,13.948,110.083,0.012,0.056,1.21,253.0,3.015,,,,,,,,,,,127788.0,1.523,,,tests performed,,,,,,,,,,,,56.94,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-08-18,228120.0,1420.0,1225.714,9241.0,5.0,4.714,2718.936,16.925,14.609,110.142,0.06,0.056,1.2,255.0,3.039,,,,,,,,,,,131119.0,1.563,,,tests performed,,,,,,,,,,,,56.94,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-08-19,229706.0,1586.0,1263.857,9249.0,8.0,5.143,2737.839,18.903,15.064,110.238,0.095,0.061,1.18,260.0,3.099,,,,,,,,,,,134451.0,1.603,,,tests performed,,,,,,,,,,,,56.94,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-08-20,231292.0,1586.0,1287.286,9263.0,14.0,6.571,2756.743,18.903,15.343,110.405,0.167,0.078,1.17,259.0,3.087,,,,,,,,,,,137783.0,1.642,,,tests performed,,,,,,,,,,,,56.94,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-08-21,233029.0,1737.0,1319.714,9266.0,3.0,5.143,2777.446,20.703,15.73,110.44,0.036,0.061,1.15,255.0,3.039,,,,,,,,,,,141115.0,1.682,,,tests performed,,,,,,,,,,,,56.94,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-08-22,233861.0,832.0,1339.0,9272.0,6.0,5.286,2787.362,9.917,15.959,110.512,0.072,0.063,1.13,267.0,3.182,,,,,389.406,4.641,,,,,144447.0,1.722,,,tests performed,,,,,,,,,,,,56.94,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-08-23,234494.0,633.0,1355.286,9275.0,3.0,5.714,2794.907,7.545,16.153,110.548,0.036,0.068,1.12,263.0,3.135,,,,,,,,11165768.0,133.083,,147778.0,1.761,0.009,111.1,tests performed,,,,,,,,,,,,56.94,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-9762.0,-1.54,5.49,-116.352147772806
DEU,Europe,Germany,2020-08-24,236122.0,1628.0,1346.0,9276.0,1.0,5.714,2814.311,19.404,16.043,110.56,0.012,0.068,1.1,258.0,3.075,,,,,,,,,,,149802.0,1.785,,,tests performed,,,,,,,,,,,,59.72,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-08-25,237583.0,1461.0,1351.857,9281.0,5.0,5.714,2831.724,17.413,16.113,110.619,0.06,0.068,1.09,238.0,2.837,,,,,,,,,,,151826.0,1.81,,,tests performed,,,,,,,,,,,,59.72,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-08-26,239010.0,1427.0,1329.143,9285.0,4.0,5.143,2848.733,17.008,15.842,110.667,0.048,0.061,1.07,236.0,2.813,,,,,,,,,,,153850.0,1.834,,,tests performed,,,,,,,,,,,,59.72,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-08-27,240571.0,1561.0,1325.571,9290.0,5.0,3.857,2867.338,18.605,15.799,110.726,0.06,0.046,1.06,226.0,2.694,,,,,,,,,,,155874.0,1.858,,,tests performed,,,,,,,,,,,,59.72,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-08-28,242126.0,1555.0,1299.571,9290.0,0.0,3.429,2885.872,18.534,15.489,110.726,0.0,0.041,1.04,228.0,2.718,,,,,,,,,,,157898.0,1.882,,,tests performed,,,,,,,,,,,,59.72,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-08-29,242835.0,709.0,1282.0,9299.0,9.0,3.857,2894.322,8.45,15.28,110.834,0.107,0.046,1.04,234.0,2.789,,,,,408.573,4.87,,,,,159922.0,1.906,,,tests performed,,,,,,,,,,,,59.72,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-08-30,243305.0,470.0,1258.714,9300.0,1.0,3.571,2899.924,5.602,15.002,110.846,0.012,0.043,1.03,227.0,2.706,,,,,,,,12299391.0,146.595,,161946.0,1.93,0.007,142.9,tests performed,,,,,,,,,,,,59.72,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-9908.3,-1.53,-0.87,-118.095880534449
DEU,Europe,Germany,2020-08-31,244802.0,1497.0,1240.0,9303.0,3.0,3.857,2917.767,17.843,14.779,110.881,0.036,0.046,1.03,230.0,2.741,,,,,,,,,,,160300.0,1.911,,,tests performed,,,,,,,,,,,,59.72,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-09-01,246015.0,1213.0,1204.571,9307.0,4.0,3.714,2932.224,14.458,14.357,110.929,0.048,0.044,1.03,220.0,2.622,,,,,,,,,,,158653.0,1.891,,,tests performed,,,,,,,,,,,,59.72,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-09-02,247411.0,1396.0,1200.143,9322.0,15.0,5.286,2948.863,16.639,14.304,111.108,0.179,0.063,1.04,223.0,2.658,,,,,,,,,,,157006.0,1.871,,,tests performed,,,,,,,,,,,,59.72,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-09-03,248840.0,1429.0,1181.286,9322.0,0.0,4.571,2965.895,17.032,14.08,111.108,0.0,0.054,1.04,230.0,2.741,,,,,,,,,,,155360.0,1.852,,,tests performed,,,,,,,,,,,,57.87,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-09-04,250283.0,1443.0,1165.286,9327.0,5.0,5.286,2983.094,17.199,13.889,111.167,0.06,0.063,1.05,228.0,2.718,,,,,,,,,,,153713.0,1.832,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-09-05,251058.0,775.0,1174.714,9329.0,2.0,4.286,2992.331,9.237,14.001,111.191,0.024,0.051,1.06,224.0,2.67,,,,,449.935,5.363,,,,,152067.0,1.812,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-09-06,251728.0,670.0,1203.286,9330.0,1.0,4.286,3000.317,7.986,14.342,111.203,0.012,0.051,1.07,226.0,2.694,,,,,,,,13352333.0,159.145,,150420.0,1.793,0.008,125.0,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-9508.6,-1.43,2.44,-113.331902511012
DEU,Europe,Germany,2020-09-07,253626.0,1898.0,1260.571,9331.0,1.0,4.0,3022.939,22.622,15.025,111.215,0.012,0.048,1.08,219.0,2.61,,,,,,,,,,,152370.0,1.816,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-09-08,254957.0,1331.0,1277.429,9336.0,5.0,4.143,3038.803,15.864,15.226,111.275,0.06,0.049,1.09,226.0,2.694,,,,,,,,,,,154319.0,1.839,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-09-09,256433.0,1476.0,1288.857,9342.0,6.0,2.857,3056.395,17.592,15.362,111.346,0.072,0.034,1.09,229.0,2.729,,,,,,,,,,,156269.0,1.863,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-09-10,258149.0,1716.0,1329.857,9345.0,3.0,3.286,3076.848,20.453,15.85,111.382,0.036,0.039,1.09,235.0,2.801,,,,,,,,,,,158218.0,1.886,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-09-11,259735.0,1586.0,1350.286,9348.0,3.0,3.0,3095.751,18.903,16.094,111.418,0.036,0.036,1.1,230.0,2.741,,,,,,,,,,,160168.0,1.909,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-09-12,260817.0,1082.0,1394.143,9352.0,4.0,3.286,3108.648,12.896,16.617,111.465,0.048,0.039,1.11,242.0,2.884,,,,,441.864,5.267,,,,,162117.0,1.932,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-09-13,261737.0,920.0,1429.857,9354.0,2.0,3.429,3119.613,10.965,17.042,111.489,0.024,0.041,1.12,243.0,2.896,,,,,,,,14500798.0,172.833,,164066.0,1.955,0.009,111.1,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-8985.1,-1.32,3.15,-107.092366620922
DEU,Europe,Germany,2020-09-14,263222.0,1485.0,1370.857,9356.0,2.0,3.571,3137.313,17.7,16.339,111.513,0.024,0.043,1.13,223.0,2.658,,,,,,,,,,,164054.0,1.955,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-09-15,265014.0,1792.0,1436.714,9367.0,11.0,4.429,3158.671,21.359,17.124,111.644,0.131,0.053,1.14,225.0,2.682,,,,,,,,,,,164043.0,1.955,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-09-16,266869.0,1855.0,1490.857,9373.0,6.0,4.429,3180.781,22.11,17.769,111.716,0.072,0.053,1.15,238.0,2.837,,,,,,,,,,,164031.0,1.955,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-09-17,269048.0,2179.0,1557.0,9376.0,3.0,4.429,3206.752,25.971,18.558,111.751,0.036,0.053,1.15,234.0,2.789,,,,,,,,,,,164019.0,1.955,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-09-18,271247.0,2199.0,1644.571,9386.0,10.0,5.429,3232.962,26.21,19.601,111.871,0.119,0.065,1.15,239.0,2.849,,,,,,,,,,,164007.0,1.955,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-09-19,272932.0,1685.0,1730.714,9388.0,2.0,5.143,3253.045,20.083,20.628,111.894,0.024,0.061,1.15,243.0,2.896,,,,,377.3,4.497,,,,,163995.0,1.955,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-09-20,273965.0,1033.0,1746.857,9390.0,2.0,5.143,3265.357,12.312,20.821,111.918,0.024,0.061,1.14,244.0,2.908,,,,,,,,15648677.0,186.515,,163983.0,1.954,0.012,83.3,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-8107.8,-1.16,5.26,-96.6359294931729
DEU,Europe,Germany,2020-09-21,275560.0,1595.0,1762.571,9390.0,0.0,4.857,3284.368,19.011,21.008,111.918,0.0,0.058,1.13,233.0,2.777,,,,,,,,,,,165460.0,1.972,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-09-22,277412.0,1852.0,1771.143,9405.0,15.0,5.429,3306.442,22.074,21.11,112.097,0.179,0.065,1.13,226.0,2.694,,,,,,,,,,,166938.0,1.99,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-09-23,279025.0,1613.0,1736.571,9423.0,18.0,7.143,3325.667,19.225,20.698,112.312,0.215,0.085,1.13,221.0,2.634,,,,,,,,,,,168415.0,2.007,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-09-24,281346.0,2321.0,1756.857,9436.0,13.0,8.571,3353.33,27.664,20.94,112.467,0.155,0.102,1.15,223.0,2.658,,,,,,,,,,,169893.0,2.025,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-09-25,283712.0,2366.0,1780.714,9451.0,15.0,9.286,3381.53,28.2,21.224,112.645,0.179,0.111,1.16,220.0,2.622,,,,,,,,,,,171370.0,2.043,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-09-26,285026.0,1314.0,1727.714,9459.0,8.0,10.143,3397.192,15.661,20.592,112.741,0.095,0.121,1.17,216.0,2.574,,,,,410.591,4.894,,,,,172848.0,2.06,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-09-27,286339.0,1313.0,1767.714,9464.0,5.0,10.571,3412.841,15.649,21.069,112.8,0.06,0.126,1.18,227.0,2.706,,,,,,,,16868956.0,201.059,,174326.0,2.078,0.012,83.3,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-7504.5,-1.05,3.58,-89.4452666421861
DEU,Europe,Germany,2020-09-28,288631.0,2292.0,1867.286,9468.0,4.0,11.143,3440.159,27.318,22.256,112.848,0.048,0.133,1.19,229.0,2.729,,,,,,,,,,,172465.0,2.056,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-09-29,290471.0,1840.0,1865.571,9483.0,15.0,11.143,3462.09,21.931,22.236,113.027,0.179,0.133,1.2,225.0,2.682,,,,,,,,,,,170605.0,2.033,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-09-30,292913.0,2442.0,1984.0,9495.0,12.0,10.286,3491.196,29.106,23.647,113.17,0.143,0.123,1.22,230.0,2.741,,,,,,,,,,,168745.0,2.011,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-10-01,295539.0,2626.0,2027.571,9509.0,14.0,10.429,3522.495,31.299,24.166,113.337,0.167,0.124,1.23,218.0,2.598,,,,,,,,,,,166885.0,1.989,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-10-02,298374.0,2835.0,2094.571,9518.0,9.0,9.571,3556.285,33.79,24.965,113.444,0.107,0.114,1.26,231.0,2.753,,,,,,,,,,,165024.0,1.967,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-10-03,300027.0,1653.0,2143.0,9531.0,13.0,10.286,3575.987,19.702,25.542,113.599,0.155,0.123,1.28,234.0,2.789,,,,,481.208,5.735,,,,,163164.0,1.945,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-10-04,301573.0,1546.0,2176.286,9533.0,2.0,9.857,3594.414,18.427,25.939,113.623,0.024,0.117,1.3,233.0,2.777,,,,,,,,17998083.0,214.517,,161304.0,1.923,0.018,55.6,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-6902.2,-0.94,3.54,-82.266522675421
DEU,Europe,Germany,2020-10-05,304673.0,3100.0,2291.714,9554.0,21.0,12.286,3631.362,36.949,27.315,113.873,0.25,0.146,1.33,232.0,2.765,,,,,,,,,,,163138.0,1.944,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-10-06,307127.0,2454.0,2379.429,9566.0,12.0,11.857,3660.611,29.249,28.36,114.016,0.143,0.141,1.36,228.0,2.718,,,,,,,,,,,164972.0,1.966,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-10-07,311137.0,4010.0,2603.429,9582.0,16.0,12.429,3708.406,47.795,31.03,114.207,0.191,0.148,1.39,234.0,2.789,,,,,,,,,,,166806.0,1.988,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-10-08,315941.0,4804.0,2914.571,9594.0,12.0,12.143,3765.664,57.258,34.738,114.35,0.143,0.145,1.41,243.0,2.896,,,,,,,,,,,168639.0,2.01,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-10-09,320495.0,4554.0,3160.143,9599.0,5.0,11.571,3819.943,54.279,37.665,114.409,0.06,0.138,1.43,253.0,3.015,,,,,,,,,,,170473.0,2.032,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-10-10,323463.0,2968.0,3348.0,9620.0,21.0,12.714,3855.318,35.375,39.904,114.66,0.25,0.152,1.44,265.0,3.159,,,,,691.044,8.236,,,,,172307.0,2.054,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-10-11,326309.0,2846.0,3533.714,9626.0,6.0,13.286,3889.239,33.921,42.118,114.731,0.072,0.158,1.46,265.0,3.159,,,,,,,,19217071.0,229.046,,174141.0,2.076,0.025,40.0,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-7086.1,-0.94,-1.04,-84.4584054838024
DEU,Europe,Germany,2020-10-12,332850.0,6541.0,4025.286,9640.0,14.0,12.286,3967.201,77.961,47.977,114.898,0.167,0.146,1.47,274.0,3.266,,,,,,,,,,,175475.0,2.091,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-10-13,337314.0,4464.0,4312.429,9682.0,42.0,16.571,4020.407,53.206,51.399,115.399,0.501,0.198,1.47,289.0,3.445,,,,,,,,,,,176809.0,2.107,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-10-14,344487.0,7173.0,4764.286,9716.0,34.0,19.143,4105.901,85.494,56.785,115.804,0.405,0.228,1.48,291.0,3.468,,,,,,,,,,,178143.0,2.123,,,tests performed,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-10-15,352107.0,7620.0,5166.571,9739.0,23.0,20.714,4196.723,90.822,61.58,116.078,0.274,0.247,1.48,297.0,3.54,,,,,,,,,,,179477.0,2.139,,,tests performed,,,,,,,,,,,,58.8,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-10-16,359802.0,7695.0,5615.286,9773.0,34.0,24.857,4288.438,91.716,66.928,116.483,0.405,0.296,1.47,309.0,3.683,,,,,,,,,,,180811.0,2.155,,,tests performed,,,,,,,,,,,,58.8,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-10-17,364664.0,4862.0,5885.857,9785.0,12.0,23.571,4346.388,57.95,70.153,116.626,0.143,0.281,1.47,324.0,3.862,,,,,786.882,9.379,,,,,182145.0,2.171,,,tests performed,,,,,,,,,,,,58.8,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
DEU,Europe,Germany,2020-10-18,368671.0,4007.0,6051.714,9798.0,13.0,24.571,4394.147,47.759,72.13,116.781,0.155,0.293,1.47,352.0,4.195,,,,,,,,20501420.0,244.354,,183478.0,2.187,0.036,27.8,tests performed,,,,,,,,,,,,58.8,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,-6920.8,-0.9,0.94,-82.4882139219457
